trained_on,model,all,cosmosqa,drop,mcscript,narrativeqa,quoref,socialiqa
all,LERC,0.8100553375048041,0.8598405431509141,0.8164603729336064,0.8123872241718821,0.7938506501652962,0.7766922482244409,0.8146354748607637
all,avg-MRB,0.6545180891408491,0.8008345605402762,0.6450252306604928,0.510992776314954,0.6638607563091367,0.7758565325793843,0.7348247312116452
all,avg-all,0.5279360740156401,0.6974580934105682,0.5403180645467148,0.3645949086195,0.5129746729801843,0.7047925800771107,0.6282460647073882
all,bert-score,0.42259034925960715,0.8045855296225192,0.17364619354146268,0.17246435904354573,0.4194552873975306,0.20800257628051663,0.6046028544766152
all,bleu-precision0,0.47857523575647154,0.6585512178008203,0.4520509572147486,0.33143282144751723,0.429918989734465,0.6802391491150047,0.5745011174013583
all,bleu-precision1,0.3787784175398245,0.6116806071312971,0.47860427079263895,0.16520554119216885,0.33220812218221946,0.3701668497712365,0.46801889522021295
all,bleu-precision2,0.29799980059215836,0.496538529178257,0.4592557984367637,0.15353348652378043,0.24861693344534005,0.23421242093171396,0.3392205267692695
all,bleu-precision3,0.2157881916334256,0.409293930744977,-0.02577929960581652,0.085330488542248,0.20291007458755378,0.16153195772400045,0.1885556293376709
all,bleu1,0.4582105912814743,0.6574619135534209,0.4283586042878431,0.2092187011318134,0.4181712406994163,0.7266772131440241,0.5954136821570869
all,bleu2,0.38977283191290557,0.6312078727022012,0.44486198834983415,0.1320076899494319,0.3404122484627149,0.4518737452766221,0.48583023404324566
all,bleu3,0.31313821134008757,0.5240470559633961,0.44093448951058023,0.13887285044359157,0.25486428288790164,0.26910251569128063,0.3614904914926782
all,bleu4,0.23028500225902254,0.441261624554635,-0.031033027051370683,0.08351175050253495,0.21168424834248703,0.18115365500362457,0.202399040685681
all,bleurt,0.6234738617257732,0.8415176556314921,0.3984973200802212,0.46290813256100594,0.5928942017962685,0.43759046532913315,0.7617884637151743
all,csi,0.49955101600571017,0.6641382506969481,0.531426449844926,0.2987161910015418,0.4583826655637967,0.7752919783706496,0.6092050049147933
all,edit_score,-0.14208516363724302,-0.4372969688962351,-0.095582529716518,-0.05363448433395693,-0.080741423733831,-0.2037894672973589,-0.3521422128262112
all,f1_score,0.48728661640185,0.6558421424417866,0.5062255566015489,0.28874237682607706,0.4533984818495493,0.79988527830516,0.594077796503952
all,l1-018,0.6739364296095106,0.8365505787449778,0.5745789009689102,0.5326174048211181,0.6690136134351159,0.6763583474495476,0.7786120880893362
all,lr,0.715874405112989,0.8497614639529905,0.6432812943192672,0.6089511655433212,0.7100195819657013,0.7301790713375724,0.7815649732418516
all,meteor,0.543264174610528,0.7087319993970133,0.5791774201492708,0.3665511378426561,0.574846872253837,0.6813613427982458,0.6017441772166363
all,num_edits,-0.3142506494994979,-0.5806314944504587,-0.13130120177156018,-0.23511632197163873,-0.2874902318962305,-0.2080622605105717,-0.46000267840702225
all,precision,0.47857523575647154,0.6585512178008203,0.4520509572147486,0.33143282144751723,0.429918989734465,0.6802391491150047,0.5745011174013583
all,recall,0.39704163613649945,0.599156263835947,0.3765864689624916,0.2634066412169448,0.4101745671821009,0.4884197244363303,0.5667502463640274
all,rf,0.7351138399277726,0.8600236654799014,0.6251774777918914,0.6717340733849764,0.7150336383178008,0.7368443720027043,0.7596916685245035
all,rouge1,0.5652010583275225,0.7154015612816887,0.6304718625783252,0.42601795531724834,0.567849673040111,0.8100649618698196,0.5959584304147979
all,rouge2,0.4147836604403485,0.6656874577666527,0.5168307950110873,0.1586149279839577,0.392569827005996,0.4502953236499004,0.48527203134555674
all,rougeL,0.5704357943187127,0.7236254520962537,0.6282038961453158,0.4295398777439684,0.5689364372010984,0.8094336897491048,0.6046893061537086
all,rougeLsum,0.5704357943187127,0.7236254520962537,0.6282038961453158,0.4295398777439684,0.5689364372010984,0.8094336897491048,0.6046893061537086
cosmosqa,avg-MRB,0.6551918524579362,0.801485276892403,0.6448232821468207,0.5120214411872822,0.6641713299434595,0.7757365151168978,0.7356219881489501
cosmosqa,avg-all,0.5141766956596424,0.7040941885118994,0.3866780052537609,0.3717293121223152,0.5198609736403886,0.5671660069425658,0.6334371351452296
cosmosqa,l1-018,0.5970030366388477,0.854851197997163,0.3599437334253,0.39923904799461174,0.5898207440029869,0.3884463919341537,0.7542587479542301
cosmosqa,lr,0.6270348323134184,0.8674437497968375,0.3097095717105664,0.5016038087786433,0.6355832847658555,0.30301264161569447,0.7580070247699667
cosmosqa,rf,0.638741282709234,0.8858298902909372,0.4167983507089047,0.4678071254719904,0.5965937409392872,0.45386914984122056,0.7377810077075583
drop,avg-MRB,0.656978630443297,0.8045923053287033,0.6396378384703368,0.5125100234072337,0.6667441428921751,0.7661464097115023,0.7407224773746731
drop,avg-all,0.5385308990485426,0.7004144602006375,0.5815279217396593,0.36880357808370884,0.52456931214194,0.7301691617286137,0.6361679966441518
drop,l1-018,0.5807169549223073,0.7297240407703524,0.6423584646376782,0.4344850798257162,0.5869545234272548,0.8157693017661788,0.620023063598494
drop,lr,0.6247806254222715,0.7417165838787412,0.7044657315387272,0.5293037762725591,0.6182419630759668,0.7699643195772626,0.6539318748420383
drop,rf,0.5549394642058023,0.6749507335519465,0.6327465572404648,0.44021065462991893,0.5619028580113088,0.7105585694226058,0.5864516439606222
mcscript,avg-MRB,0.6516773980901786,0.7978479189915637,0.646562681685654,0.5072854290382766,0.6619346090218875,0.7782000744310786,0.7307318533144636
mcscript,avg-all,0.5002171595659787,0.6697982713362705,0.49268510986202696,0.34368748200321103,0.4908364106914992,0.6322618454727469,0.60385047305302
mcscript,l1-018,0.6819728579251901,0.8294360683440883,0.5486134030040177,0.5747769558847672,0.6789985784323054,0.7260611189180912,0.7630779880425143
mcscript,lr,0.6882014487090438,0.8383278378430314,0.5895452629996771,0.6238531360345885,0.6870883328141554,0.6338440846071054,0.7686044616608351
mcscript,rf,0.6972965941641195,0.8158496325838954,0.5965564040428847,0.664357487558341,0.6927014171988709,0.6930482470594832,0.7065365528951275
narrativeqa,avg-MRB,0.6577084287685272,0.8044899589940908,0.6421699841785226,0.514837269945009,0.6662056012182124,0.771223839520386,0.7399521681272374
narrativeqa,avg-all,0.5224191495618806,0.6951646404613137,0.4895138547147663,0.36576944462693933,0.5155065717730989,0.6607124855377972,0.6270920048346523
narrativeqa,l1-018,0.6763365745602578,0.8323491289039834,0.5558915402095036,0.5335880020151221,0.6805346525787465,0.7270255872807481,0.7766680448681555
narrativeqa,lr,0.6913015275544377,0.8404252256396538,0.5036396520307612,0.5990860083534966,0.7145481082158345,0.660949448062959,0.7755368886570584
narrativeqa,rf,0.6694187030973702,0.7862478483069048,0.5786474543578424,0.5732287878567273,0.7228529533986542,0.7097524753632533,0.6859798685480242
quoref,avg-MRB,0.6534203559406495,0.8000578244773173,0.6443245986345092,0.5089262897662651,0.6636485256137904,0.7741580066476201,0.734095484273433
quoref,avg-all,0.5186483505442102,0.6857477520835021,0.5732054826390526,0.35364764413402333,0.49299800124811016,0.6955052428416136,0.6175261183159044
quoref,l1-018,0.5950780741076664,0.7449734554325926,0.6384686177392518,0.4488697023073256,0.5977824884649371,0.8152282820827348,0.6478668138973365
quoref,lr,0.6353266597473992,0.7780320606009499,0.6575110794454053,0.499770165295098,0.6397085391002237,0.8138367789567675,0.6877889522024543
quoref,rf,0.6011526855754362,0.773557520775711,0.6748384816691281,0.44477991450048077,0.6161339526424053,0.7667430583027558,0.6459211887597249
socialiqa,avg-MRB,0.6540554727396751,0.8002454098011075,0.6456228976166011,0.5105715042622212,0.6633880340739692,0.776972779141791,0.7339145598589859
socialiqa,avg-all,0.4962020394253095,0.6875591907867088,0.37571959286374595,0.3577359527959168,0.49229526867892615,0.5529380130738785,0.6183616545144482
socialiqa,l1-018,0.6462185845143538,0.8456881564340102,0.46483518119796774,0.48775143527178766,0.6232354034046388,0.5271197397588568,0.7799637676146394
socialiqa,lr,0.6558450597848086,0.8564824134436064,0.33687814836180807,0.5832109163864727,0.6812114925002571,0.39352631860304516,0.7919368756072077
socialiqa,rf,0.6590215572540239,0.8488348132645874,0.4824966113395645,0.5591422338890687,0.603644248385137,0.5502051451407571,0.7892048227056372
